ID,sex,age,worktime,edu,marriage,RL,WM,WD,HL,HW,OC
1,1,24,2,4,1,0.9997151,0.391452991,0.269610636,1.756695157,0.777492877,0.844064577
2,1,24,2,3,1,0.9997151,0.724786325,0.72794397,1.09002849,1.277492877,1.288509022
3,1,24,1,3,1,-0.2502849,-0.608547009,-1.008167142,-0.243304843,-0.555840456,-0.489268756
4,2,26,1,4,1,-0.583618234,-1.608547009,-0.216500475,-0.576638177,-1.055840456,-1.267046534
5,2,22,1,3,1,-0.666951567,-1.608547009,-0.660944919,-1.076638177,-0.389173789,0.177397911
6,2,21,1,3,1,-0.833618234,-0.941880342,-0.799833808,-0.576638177,-0.389173789,-0.489268756
7,2,22,0.5,3,2,-4.083618234,-0.608547009,-2.216500475,1.256695157,-2.055840456,-4.155935423
8,2,20,2,3,1,-0.7502849,0.058119658,-0.633167142,-1.243304843,-1.389173789,-0.044824311
9,1,24,2,3,1,0.166381766,0.058119658,-0.549833808,-0.243304843,-1.055840456,-1.155935423
10,1,21,0,3,1,0.583048433,0.391452991,-0.174833808,0.756695157,0.610826211,0.510731244
11,2,22,1,3,1,-0.166951567,-0.608547009,-0.605389364,-0.576638177,-0.055840456,-0.378157645
12,2,60,30,5,4,1.4997151,-0.608547009,-0.341500475,-0.076638177,-0.222507123,-0.378157645
13,1,28,1,3,1,1.4997151,0.391452991,0.158499525,-1.243304843,-1.389173789,-1.489268756
14,2,21,1,2,2,-1.416951567,-1.608547009,-1.508167142,-1.243304843,-1.389173789,-1.489268756
15,1,28,3,3,1,-0.333618234,-1.608547009,-0.827611586,-2.243304843,-1.722507123,0.177397911
16,2,28,1,3,3,1.2497151,1.391452991,1.283499525,-1.076638177,-0.055840456,0.399620133
17,1,25,3,3,1,0.666381766,1.391452991,1.380721747,1.423361823,0.610826211,0.621842355
18,2,24,1,3,1,-0.333618234,0.391452991,-0.244278253,-0.076638177,-0.222507123,-0.822602089
19,2,23,0.5,3,1,1.416381766,0.724786325,1.491832858,-1.40997151,-1.889173789,1.510731244
20,2,24,1,3,1,-1.7502849,-3.608547009,-1.160944919,-2.90997151,-4.222507123,-1.489268756
21,2,28,4,3,4,-1.166951567,-3.941880342,-0.869278253,-0.076638177,-2.055840456,-1.9337132
22,1,28,0.5,3,1,-1.916951567,-2.275213675,-1.591500475,-1.743304843,-1.722507123,-2.044824311
23,1,23,1,3,1,-0.0002849,-0.608547009,0.047388414,-0.40997151,-0.222507123,0.0662868
24,2,28,4,3,1,-0.083618234,-0.608547009,0.019610636,-1.743304843,-0.555840456,-0.600379867
25,2,29,4,3,3,1.4997151,-1.608547009,1.436277303,-0.076638177,0.110826211,1.510731244
26,1,87,3,3,4,-1.833618234,-0.608547009,-1.966500475,-1.576638177,-1.389173789,-1.600379867
27,1,26,3,3,1,-0.416951567,-0.608547009,-0.841500475,-0.243304843,-0.389173789,-0.489268756
28,2,23,1,3,1,-0.333618234,-0.608547009,-0.841500475,-0.243304843,-0.389173789,-0.378157645
29,2,22,1,3,1,-0.7502849,-0.608547009,-0.424833808,-0.40997151,-0.222507123,-0.044824311
30,1,23,2,2,2,-0.0002849,-0.941880342,-0.966500475,0.09002849,-0.389173789,-0.822602089
31,2,24,0,2,4,1.583048433,1.391452991,1.241832858,-1.90997151,-2.055840456,-2.489268756
32,2,22,5,3,1,-1.166951567,0.058119658,-0.02205603,-1.076638177,-0.222507123,-0.044824311
33,2,24,2,3,1,0.166381766,-0.275213675,0.144610636,-0.90997151,-1.389173789,-0.489268756
34,2,22,1,3,1,-0.5002849,-0.275213675,-0.452611586,0.256695157,-0.555840456,-0.155935423
35,2,22,0,3,2,-1.416951567,-1.608547009,-1.508167142,-1.243304843,-1.389173789,-1.489268756
36,2,22,2,3,1,-1.416951567,-1.608547009,-1.508167142,-1.243304843,-1.389173789,-1.489268756
37,1,25,2,4,1,-0.2502849,-0.941880342,-0.077611586,1.09002849,1.110826211,1.0662868
38,2,25,1,3,1,-1.333618234,-1.608547009,-1.035944919,-0.40997151,-0.889173789,-0.711490978
39,2,18,1,3,1,0.083048433,-1.275213675,-0.994278253,1.756695157,1.610826211,1.510731244
40,2,26,2,4,3,0.166381766,-0.275213675,-0.77205603,0.256695157,0.110826211,0.177397911
41,2,20,3,3,1,-0.666951567,1.391452991,0.47794397,0.423361823,0.444159544,0.177397911
42,2,25,2,3,1,-1.166951567,-0.941880342,-0.202611586,0.423361823,-0.389173789,-0.822602089
43,1,19,2,3,1,-1.583618234,-2.275213675,-1.619278253,-1.243304843,-1.555840456,-1.822602089
44,2,26,2,3,1,-1.5002849,-1.275213675,-1.14705603,-0.576638177,-0.722507123,-1.155935423
45,2,32,5,3,2,1.583048433,1.391452991,-0.188722697,1.756695157,1.444159544,0.288509022
46,1,20,1,3,3,-1.416951567,-1.275213675,-0.883167142,-0.076638177,0.110826211,-0.155935423
47,1,22,6,3,1,-1.083618234,-1.608547009,-1.244278253,-0.576638177,-0.889173789,-1.267046534
48,2,21,4,3,2,-4.416951567,-4.608547009,-3.508167142,-4.243304843,-4.389173789,-2.822602089
49,2,26,3,3,1,-1.083618234,-0.275213675,-0.494278253,-0.576638177,-1.055840456,-0.822602089
50,1,25,3,2,1,0.666381766,0.058119658,-0.799833808,0.256695157,-0.055840456,0.288509022
51,2,19,2,5,1,-1.333618234,-0.941880342,-1.077611586,-1.576638177,-1.222507123,-1.600379867
52,2,20,3,3,1,0.833048433,0.391452991,0.547388414,0.923361823,0.110826211,0.621842355
53,2,22,1,3,1,-0.916951567,0.058119658,-0.591500475,-0.40997151,-0.222507123,-0.155935423
54,2,23,2,2,2,-0.833618234,-0.608547009,-0.980389364,-0.743304843,-0.222507123,-0.489268756
55,2,29,4,3,1,0.2497151,-2.941880342,0.061277303,-0.576638177,-0.889173789,-0.489268756
56,2,30,3,3,4,-0.333618234,-0.608547009,-0.285944919,-1.243304843,-0.889173789,-0.822602089
57,2,45,10,3,2,1.583048433,1.391452991,-0.035944919,0.09002849,0.444159544,0.0662868
58,2,22,2,3,1,-2.5002849,-1.941880342,-2.244278253,-1.743304843,-1.889173789,-2.155935423
59,2,28,5,2,2,1.2497151,0.391452991,-0.174833808,0.756695157,0.610826211,0.510731244
60,2,21,2,2,2,-0.5002849,1.391452991,1.200166192,0.09002849,1.610826211,1.510731244
61,2,28,4,3,3,0.7497151,1.391452991,0.144610636,-0.576638177,-1.055840456,-0.489268756
62,2,24,4,3,2,-0.416951567,-0.608547009,-0.619278253,1.09002849,0.277492877,-0.044824311
63,2,20,1,3,1,-0.0002849,-0.941880342,-0.091500475,-1.90997151,-1.889173789,-0.600379867
64,1,23,2,3,2,0.666381766,0.058119658,-0.355389364,0.923361823,0.944159544,0.955175689
65,1,26,2,3,1,-0.083618234,0.391452991,-0.355389364,0.59002849,-0.222507123,0.0662868
66,1,19,2,1,1,-0.5002849,0.391452991,-0.480389364,0.423361823,0.110826211,0.0662868
67,2,27,2,4,2,-0.0002849,0.391452991,-0.563722697,0.256695157,0.110826211,-0.489268756
68,1,18,0,1,1,-2.5002849,-0.608547009,-1.105389364,-0.40997151,-0.722507123,0.844064577
69,2,24,1,4,1,-0.333618234,-0.275213675,0.075166192,-0.90997151,-0.055840456,-0.155935423
70,2,21,3,3,1,0.583048433,0.724786325,0.464055081,0.256695157,-0.889173789,-0.489268756
71,1,24,1,4,1,-1.7502849,-0.941880342,-1.383167142,-1.076638177,-1.055840456,0.621842355
72,2,21,0.5,3,2,0.416381766,0.058119658,0.47794397,-0.40997151,0.277492877,0.399620133
73,2,23,0,4,1,-0.7502849,-0.608547009,-1.174833808,-0.576638177,-1.055840456,-0.378157645
74,1,21,3,3,1,-0.333618234,0.391452991,0.325166192,0.756695157,0.610826211,0.288509022
75,2,25,5,4,2,-0.583618234,-0.941880342,-0.799833808,-0.076638177,-0.389173789,-1.489268756
76,2,28,3,3,1,-0.166951567,0.058119658,-0.119278253,-0.076638177,-0.055840456,-0.267046534
77,2,25,2,3,1,-1.416951567,-1.608547009,-1.508167142,-1.243304843,-1.389173789,-1.489268756
78,2,22,1,3,1,-1.166951567,-0.941880342,-1.230389364,-0.90997151,-0.889173789,-0.822602089
79,2,24,2,3,1,-1.416951567,-1.608547009,-1.549833808,-1.243304843,-1.389173789,-1.378157645
80,2,20,1,3,1,0.2497151,0.391452991,0.019610636,-0.576638177,0.110826211,-0.267046534
81,2,23,1,4,2,-0.083618234,0.724786325,-0.035944919,-0.243304843,-0.389173789,-0.267046534
82,2,22,1,3,2,0.166381766,0.391452991,-0.258167142,-0.076638177,-0.055840456,0.177397911
83,1,24,2,4,1,0.2497151,0.391452991,-0.27205603,0.756695157,0.610826211,0.510731244
84,2,24,1,3,1,-1.416951567,-1.608547009,-1.508167142,-1.243304843,-1.389173789,-1.489268756
85,2,19,0,3,1,-1.0002849,1.391452991,-1.008167142,-2.40997151,-2.055840456,-2.489268756
86,1,24,3,2,2,-0.666951567,-1.941880342,-0.494278253,0.256695157,0.110826211,-1.378157645
87,2,26,3,3,1,-2.2502849,-1.608547009,-1.619278253,0.256695157,-0.055840456,-0.822602089
88,1,20,1,3,1,-1.5002849,-1.608547009,-1.508167142,-1.243304843,-1.389173789,-1.489268756
89,1,20,0,3,1,-1.2502849,-1.275213675,-1.313722697,-0.743304843,-0.889173789,-1.267046534
90,2,24,3,4,2,-1.083618234,-0.608547009,-1.452611586,-0.90997151,-1.222507123,-0.9337132
91,2,23,1,3,1,1.083048433,-0.275213675,0.047388414,0.923361823,0.944159544,0.621842355
92,2,21,1,3,1,0.583048433,1.391452991,0.991832858,1.09002849,0.777492877,0.955175689
93,2,27,5,4,3,-1.5002849,-0.941880342,-0.480389364,-0.576638177,-1.222507123,-1.489268756
94,2,25,2,2,3,-0.583618234,-0.275213675,-0.660944919,-1.90997151,-1.389173789,-0.378157645
95,2,26,2,3,1,0.166381766,0.391452991,0.630721747,0.923361823,0.944159544,0.288509022
96,2,26,2,3,1,0.333048433,-0.608547009,0.033499525,-0.40997151,-0.389173789,0.0662868
97,2,22,1,3,1,0.416381766,0.391452991,0.366832858,0.256695157,0.610826211,0.510731244
98,2,22,2,4,1,0.2497151,0.058119658,-0.605389364,0.59002849,0.610826211,0.621842355
99,2,26,4,3,2,0.2497151,-0.275213675,0.283499525,0.923361823,0.277492877,0.0662868
100,2,26,2,3,4,-0.166951567,0.058119658,0.436277303,-0.243304843,0.277492877,0.177397911
101,1,25,2,3,1,0.083048433,0.058119658,0.839055081,0.423361823,-0.055840456,0.510731244
102,2,33,7,1,4,-0.583618234,-0.275213675,-1.466500475,0.09002849,0.610826211,-0.600379867
103,2,25,2,3,2,-0.333618234,0.391452991,-0.258167142,-0.576638177,-0.389173789,-0.044824311
104,1,21,3,3,1,-0.333618234,-0.608547009,-0.563722697,-0.243304843,0.110826211,0.399620133
105,1,38,12,3,4,0.2497151,-0.275213675,0.464055081,-0.243304843,-0.055840456,0.399620133
106,2,21,3,3,1,-0.666951567,-0.941880342,-0.535944919,-0.076638177,-0.555840456,-0.600379867
107,1,27,2,1,1,-1.166951567,-1.608547009,-0.813722697,-2.076638177,-1.555840456,-1.378157645
108,2,18,1,1,1,0.583048433,0.391452991,-0.174833808,0.756695157,0.610826211,0.510731244
109,1,28,1,3,1,1.2497151,0.391452991,0.033499525,0.256695157,0.444159544,0.399620133
110,2,19,1,3,1,-1.333618234,-1.608547009,-1.508167142,-0.90997151,-0.889173789,-1.378157645
111,2,20,1,4,2,-0.666951567,-1.608547009,-1.508167142,-1.243304843,-1.389173789,-1.489268756
112,2,25,3,3,1,0.4997151,0.391452991,0.60294397,0.423361823,0.610826211,0.510731244
113,2,20,1,3,1,1.583048433,1.391452991,0.491832858,1.423361823,0.110826211,-0.378157645
114,1,19,4,3,1,1.583048433,1.391452991,0.491832858,1.756695157,1.610826211,1.510731244
115,2,28,3,4,1,0.333048433,0.058119658,0.394610636,-0.076638177,-0.055840456,0.0662868
116,2,23,1,3,2,-0.416951567,1.391452991,0.019610636,-3.40997151,-4.055840456,-2.711490978
117,1,24,2,3,1,-0.666951567,-0.608547009,-0.841500475,-0.243304843,-0.555840456,-0.600379867
118,1,19,1,2,1,-0.2502849,0.058119658,-0.605389364,0.256695157,-0.555840456,-0.378157645
119,2,24,1,3,1,-0.333618234,-0.941880342,-0.549833808,-0.076638177,-0.055840456,0.288509022
120,1,32,5,5,2,-1.166951567,-0.608547009,-0.369278253,0.09002849,0.110826211,-0.378157645
121,1,33,5,2,1,-1.7502849,0.724786325,-2.077611586,-1.743304843,-2.055840456,-2.155935423
122,1,25,2,3,2,-1.7502849,-1.941880342,-0.799833808,1.423361823,-0.389173789,-1.378157645
123,2,19,2,3,1,-1.583618234,-0.608547009,-1.174833808,-1.40997151,-1.389173789,-1.489268756
124,2,21,2,3,1,-0.916951567,-1.608547009,-0.410944919,0.256695157,0.444159544,-0.155935423
125,2,18,18,3,2,-3.5002849,-3.608547009,-2.869278253,-3.576638177,-2.555840456,-2.822602089
126,2,25,3,3,1,0.166381766,0.058119658,0.033499525,0.756695157,0.610826211,-0.822602089
127,2,28,2,3,1,0.416381766,0.391452991,0.436277303,-0.40997151,-0.389173789,-0.489268756
128,2,23,1,3,2,-0.083618234,-0.275213675,-0.230389364,-0.076638177,0.110826211,-1.044824311
129,2,20,3,3,2,0.333048433,0.391452991,-0.619278253,-0.90997151,0.110826211,-0.711490978
130,1,22,1,3,1,-1.0002849,-2.608547009,-0.869278253,-1.243304843,-1.222507123,-1.267046534
131,2,25,2,4,1,0.583048433,0.391452991,-0.174833808,0.756695157,0.610826211,0.510731244
132,2,25,2,3,1,-0.166951567,-2.275213675,-1.64705603,-0.076638177,0.444159544,-0.489268756
133,2,22,1,3,1,-0.666951567,-0.608547009,-0.605389364,-1.243304843,-1.722507123,-0.378157645
134,2,22,2,3,1,0.416381766,0.058119658,-0.174833808,0.756695157,0.610826211,0.510731244
135,2,22,1,3,1,-0.666951567,0.058119658,-0.39705603,0.256695157,-0.555840456,-0.9337132
136,2,22,1,3,1,-0.2502849,0.391452991,-0.313722697,0.09002849,-0.222507123,-0.155935423
137,2,25,5,3,1,-0.083618234,-0.608547009,-0.02205603,0.756695157,0.610826211,0.0662868
138,2,21,0,3,1,-0.333618234,-0.941880342,-0.369278253,-1.076638177,-1.389173789,-0.378157645
139,2,28,3,3,1,0.583048433,0.391452991,0.491832858,0.756695157,0.610826211,0.510731244
140,1,24,1,2,2,0.416381766,0.391452991,-0.091500475,1.09002849,0.444159544,-0.489268756
141,2,19,0,3,1,-1.7502849,-1.941880342,-1.883167142,-1.743304843,-1.889173789,-1.489268756
142,2,22,1,3,1,-0.916951567,-1.941880342,-0.841500475,-0.90997151,-0.889173789,-0.155935423
143,1,24,2,3,2,-0.583618234,-1.275213675,-0.785944919,-0.90997151,-0.222507123,-0.822602089
144,1,23,1,3,1,-1.083618234,-1.275213675,-0.202611586,0.256695157,-0.222507123,-1.155935423
145,2,19,1,3,1,-0.2502849,-0.275213675,-0.702611586,-0.243304843,-0.389173789,-0.489268756
146,2,21,0.5,3,1,-0.583618234,-1.941880342,0.325166192,1.256695157,0.944159544,-0.378157645
147,2,23,1,3,1,-0.666951567,-0.275213675,-1.049833808,-0.743304843,-1.222507123,-1.044824311
148,2,23,1,3,1,-0.666951567,0.391452991,-0.89705603,0.09002849,0.944159544,-0.155935423
149,2,21,3,3,2,-1.583618234,-1.608547009,-1.383167142,-1.40997151,-1.389173789,-1.489268756
150,2,21,1,3,1,-0.0002849,0.058119658,0.075166192,0.423361823,0.444159544,-0.155935423
151,1,19,2,3,2,-0.416951567,-0.608547009,-0.744278253,-0.40997151,-0.055840456,-0.267046534
152,2,26,1,4,2,0.583048433,0.391452991,1.047388414,0.423361823,-0.389173789,0.399620133
153,1,25,2,4,1,-0.7502849,-0.608547009,-0.910944919,-0.243304843,-1.055840456,-0.9337132
154,2,21,3,3,1,-0.666951567,-0.608547009,0.019610636,-0.076638177,-0.389173789,-1.267046534
155,2,23,1,3,1,0.083048433,-0.275213675,-0.049833808,0.423361823,0.110826211,0.0662868
156,1,26,5,1,2,0.666381766,0.724786325,0.089055081,1.256695157,0.944159544,0.510731244
157,1,26,4,3,1,-0.5002849,0.724786325,0.005721747,-0.743304843,-0.722507123,-1.378157645
158,2,24,1,4,2,-0.583618234,-1.608547009,-0.952611586,-0.40997151,-0.222507123,-0.378157645
159,2,27,5,3,1,0.4997151,0.391452991,0.658499525,0.59002849,0.610826211,0.510731244
160,2,25,2,3,3,-0.0002849,1.391452991,0.22794397,1.09002849,1.110826211,-0.044824311
161,1,26,2,3,1,-0.916951567,-2.608547009,-0.855389364,-0.243304843,-1.222507123,-1.155935423
162,1,35,8,2,3,1.416381766,1.391452991,1.033499525,0.09002849,0.610826211,0.732953466
163,1,18,1,3,1,-1.416951567,0.391452991,-0.39705603,0.09002849,0.110826211,-1.9337132
164,1,26,1,4,1,0.583048433,-0.275213675,0.491832858,-1.576638177,-0.722507123,0.510731244
165,2,23,1,4,1,0.666381766,0.391452991,-0.133167142,0.756695157,0.610826211,0.288509022
166,2,25,4,3,3,-0.333618234,-2.608547009,-0.410944919,-2.576638177,-2.222507123,-1.267046534
167,2,24,3,3,2,-1.2502849,-1.275213675,-1.27205603,-0.90997151,-0.889173789,-0.822602089
168,2,25,3,3,1,-2.083618234,-1.941880342,-1.327611586,-0.743304843,-1.722507123,-1.711490978
169,2,30,3,3,2,-0.2502849,0.391452991,-0.494278253,1.09002849,-0.555840456,-0.155935423
170,2,22,1,3,1,-1.583618234,-1.608547009,-1.660944919,-1.243304843,-1.722507123,-1.711490978
171,2,29,3,4,3,-0.333618234,-0.608547009,-0.744278253,-0.243304843,-0.389173789,-0.600379867
172,1,23,1,4,1,-0.0002849,-0.275213675,0.214055081,0.923361823,-0.055840456,-0.044824311
173,1,22,3,4,1,0.333048433,0.058119658,-0.341500475,0.256695157,0.444159544,-0.155935423
174,1,23,1,3,1,-0.5002849,0.391452991,-0.230389364,-0.40997151,0.110826211,0.0662868
175,2,22,1,3,1,-0.416951567,-2.608547009,-1.39705603,-0.90997151,-0.889173789,-0.822602089
176,2,20,1,3,1,-0.083618234,0.058119658,-0.313722697,0.423361823,0.110826211,-0.267046534
177,1,25,3,3,1,0.083048433,-0.275213675,-0.341500475,-0.076638177,-0.055840456,0.621842355
178,2,20,3,3,1,-0.166951567,-0.608547009,0.214055081,0.923361823,0.610826211,0.399620133
179,2,22,0,3,1,-1.416951567,-1.608547009,-0.799833808,-0.576638177,-0.389173789,-0.489268756
180,1,18,14,3,1,-1.833618234,-0.941880342,-1.008167142,-0.576638177,-1.555840456,-1.155935423
181,2,28,6,4,1,-0.0002849,0.391452991,-0.660944919,0.256695157,0.444159544,0.510731244
182,2,25,2,4,2,-0.2502849,-0.275213675,-0.14705603,-0.243304843,-0.055840456,0.177397911
183,1,24,1,3,1,-0.5002849,-2.941880342,-0.119278253,-1.243304843,-1.555840456,-0.267046534
184,2,19,1,3,1,0.666381766,1.391452991,0.616832858,1.756695157,1.610826211,0.177397911
185,2,23,2,3,2,-0.666951567,-0.275213675,-0.688722697,-0.076638177,0.444159544,-0.155935423
186,2,21,3,3,1,-0.2502849,-0.275213675,-0.230389364,0.256695157,-0.055840456,-0.267046534
187,1,33,5,4,3,-1.916951567,-0.608547009,-1.27205603,-2.40997151,-3.389173789,-2.822602089
188,2,26,3,4,2,-0.7502849,-0.608547009,-0.508167142,1.09002849,0.944159544,0.0662868
189,1,27,4,3,1,-0.166951567,-0.608547009,-0.244278253,-0.076638177,0.610826211,0.399620133
190,2,19,0,3,1,-1.5002849,-2.275213675,-1.688722697,-1.743304843,-1.889173789,-2.489268756
191,1,22,1,3,1,-0.666951567,-0.941880342,-1.230389364,-0.743304843,-1.055840456,-0.9337132
192,2,28,2,5,1,-3.083618234,-0.275213675,-2.424833808,0.756695157,-1.055840456,-2.9337132
